Updated on:,F2,F3,2022-11-28,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,Contact:,Food & Trade Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
304313,,Beverages,,,g,107.087742543024,103.35566548072,104.963816885553,97.3676796772724,93.2242838145263,102.315324133249,99.4653376687749,98.9624915419238,96.9261376237827,100.499381189427,92.3868667026348,90.4781289380992,92.9522512799715,91.6818878952551,90.4385951869231,88.6561722070172,84.3877483750305,86.1493314290774,81.2591884817124,76.6084610751702,75.0566153920135,73.9502165844515,76.9989725797375,71.1686786652245,68.1533251586415,68.2429344939441,70.1059368304104,59.701174331557056,58.330543625482619,55.794250336620145,56.090555388370355,56.86675223094845,55.203579043721525,56.063749457835534,54.550610442856,54.409847867614069,55.913223010673875,53.082870084451251,52.9759261806568,52.2637324331635,52.0598556154378,52.7725256988809,53.104550956424,54.0874114842801,49.3816473089637,51.8599516974383,55.5446709917186,60.1212633369395,üü,21.748193130905133,8.239480518127861,yes,k,,üüü
304,,,Tea,,g,67.6343594817583,65.8667446584154,67.001920363653,62.3779037975943,59.990796957971,63.9140537057544,62.0394833456519,60.2002281562753,61.143585024122,61.7957157636061,54.6402116119309,52.6944949024273,52.7468922425074,51.6397480060475,49.8964915366018,48.6599950668601,45.9065026155492,44.8596067178624,41.3872690050433,38.915542302251,40.7417843960044,42.0824226754331,40.7933729317317,38.8813672941266,37.4428536667075,34.6004309282531,36.1910394599268,34.22668272518338,34.183159573607789,30.849096913664244,31.341608210101565,32.606043530774791,29.901231596251311,30.273765559973242,29.6414718520296,28.575836901008035,27.784570384284088,27.326639898605489,25.8722495210646,25.0219684014811,25.1063448236634,24.0049971956728,23.9872374047163,24.7994560868674,20.4396713397944,20.348470029814,22.4626794320264,23.0729648724532,ü,12.883247919607971,2.7168862124110031,,,,üü
307,,,Coffee beans and ground coffee,,g,3.06729556369059,3.16688324316912,3.09153733170354,2.20419589838273,2.12989799940005,2.72410870813657,3.27810919183209,3.47753597872992,3.46818544527406,4.30087486870351,4.2341913086111,4.1957664041148,4.86552898563475,4.45024084543878,5.01497078152535,4.44155901301428,4.48936811430776,4.14311199617623,4.36421891851853,4.72744942742726,3.8429360068292,4.69465337097635,4.50880434383835,3.67562834757762,4.33079035817301,4.12023936839077,4.18316670343146,3.1573358889543521,3.4567899348781497,3.8878955191156943,3.1340139970337626,2.8846570196058816,3.3456707208487217,3.5291057981924538,3.19395477467828,3.3702649432371401,4.6772408732641226,3.7426744076681264,6.12131950280707,5.44104790939022,7.95810060473085,8.14511849955337,7.99396673126544,9.31617855597725,9.97593479563643,11.2317056413366,12.9037199655626,16.0211873426379,ü,60.598356653711548,24.159446929995081,yes,k,,üü
308,,,Instant coffee,,g,15.3477428003955,15.2259656784359,15.458768527748,11.0560163555326,13.5634021150906,15.6764660503721,16.4323851188435,15.8967961029578,15.5147763669124,16.2456105767287,16.6461748201601,16.5338367749405,16.8628773440804,16.0948526569663,16.2417400989185,15.304085926347,14.7467562315496,16.1757832583368,15.0319258021269,14.5716112438401,14.1106100235756,12.5180633055426,14.0120377054371,12.2253318363702,13.2473014737463,11.2821453235352,12.17559316111,13.161892354476564,12.404890814463926,12.66958977655228,13.48381531020418,12.739299268980659,13.503044730337349,13.293336236037012,14.0588018468188,15.001743409682838,14.617090507966928,14.236117230020781,13.2194782164159,13.5902762337736,12.1796236473856,13.2276666165381,13.9495545159962,12.3596603148696,13.4590703023182,13.2982591449454,12.4002937477752,13.1367992251087,ü,-2.3944527368580992,5.9394196001659205,,,,üü
309,,,Coffee essences,,ml,1.74298182441818,1.48328752692363,1.39037616456189,1.9400080432119,1.40320659111095,0.779464360277416,0.765162259064618,0.828570881921014,0.797439561632835,0.593984890011601,0.408575306483911,0.317565942393553,0.275971276699309,0.271374556164649,0.20114312012288,0.242552351732767,0.256684082471232,0.216896692934069,0.158748918164118,8.9707897160731e-02,0.164625209362355,0.130178478036383,0.339019616892322,0.104745443352636,0.350433150113653,0.453585950784462,0.143231782113207,8.8684509287623225E-2,6.6067969863252321E-2,5.9771311124732218E-2,8.6176500749245905E-2,0.22169042044001833,0.17270398158501252,0.42820068697320507,0.108067080450796,0.17841323679196297,0.24134760952205117,2.7472073379695754E-2,0.109252121560791,0.158398011691276,0.130587958705721,7.14624149344598e-02,7.75780406060439e-02,0.710646225878746,1.75329359416637e-02,4.20196730857404e-02,5.3258332653063e-02,5.67909809425377e-02,û,223.91027453413872,6.6330433445733075,,,,û
310,,,Tea and coffee from takeaway,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21314128767030249,0.29554123589754366,0.43485941298540803,0.3933391213818091,0.32474514436545426,0.55008913175177843,0.377682868616824,0.47988588650870134,0.40508983765201118,0.46334287696323889,0.428950049395235,0.74418493947846,0.584540454921116,0.675827204088172,0.599823787559128,0.560283566286047,0.702661701071977,1.00104567611328,0.889216902222252,1.50493404289533,,114.17618757353785,69.242626757805922,yes,k,," "
312,,,Cocoa and chocolate drinks,,g,10.2792856323717,9.32350545833503,9.87874274698137,10.1919120789671,8.06442418844097,8.31972730098834,8.10113470942326,10.0953952165363,8.92966544975145,9.83729874613591,9.89024261096577,9.61239207796517,10.643199777547,11.6206666398909,11.0935207708211,10.0186782746189,10.5616386856031,9.3615418217836,7.86374153260858,6.96661550457476,6.06039210427609,5.28727355582711,7.55282825302456,6.80255323037551,7.27463592573476,8.97492438833835,8.63316290089431,5.2223362212228484,4.4567840060816923,4.3865551125132098,4.0665429793657664,4.68868186841192,4.7553512105774924,4.8053799118508822,4.78451879302018,4.6643690904657227,5.4547152503959726,4.9276410216495581,5.24357337522426,5.37706796395026,4.55806920701201,5.17489386188926,4.81958163783582,5.14048452786244,3.49272654156124,4.20935428091456,5.77801092417924,5.50167706876102,,57.51811667173294,-4.7825083587476156,yes,k,,ü
313,,,Malt drinks and chocolate versions of malted drinks,,g,9.01607724039017,8.28927891544047,8.14247175090514,9.59764350358377,8.07255596251274,10.9015040077206,8.84906304395952,8.46396520550342,7.07248577608989,7.72589634424114,6.56747104448306,7.12407283625786,7.55778165350262,7.60500519074702,7.99072887893339,9.9893015744442,8.42679864554968,11.3923909419843,12.453284305251,11.3375346999163,10.1362676519658,9.23762519863599,9.79290972881352,9.47905251342186,5.50731058416624,8.81160853464213,8.77974282293468,3.8442426324322536,3.5497100389175729,3.6458004677525615,3.5435389779304942,3.3330410013533425,3.2008316597564872,3.1838721330569917,2.38611322724161,2.1393343999197154,2.7331685475887002,2.3589825761644323,1.98110339418893,1.93078897339857,1.54258891901887,1.47255990620471,1.67680883844506,1.20070220653865,1.29404969263973,1.7290972512286,1.05749168729984,0.826909804140655,û,-36.099068772711078,-21.804604795329105,,,,û
314339,,Other food and drink,,,g,291.252439838266,266.504662286827,279.874681011002,271.371999667083,281.781117374507,293.351414512158,297.632507462639,305.224170014698,312.246023033391,326.622779002297,327.414508479932,333.909945207815,344.473181823482,355.260967612349,365.819534628843,403.020656282043,399.080135009338,422.830888366564,464.528122047639,445.584864580297,461.81981786492,497.912659893432,504.087920734106,538.194077776722,523.782652478195,529.154365792123,584.203016846769,649.01770167870188,669.94437315434584,699.06316378957843,696.87739599456415,709.61873680029987,763.9180591606837,720.8896410713254,675.25850773908,704.63413627413217,706.12118780582591,725.71366331032345,775.877689429082,777.772344890944,787.412624523872,815.410745723584,829.008754036639,855.483049133172,884.397667112851,999.965334984102,933.812490111597,896.867796947808,üü,1.410013877090643,-3.9563288727669592,,,,üüü
314,,,Mineral or spring waters,,ml,,,,,,,,,,11.8867549406334,8.00965770873435,16.9534842574407,20.6395407401021,29.9204598658308,35.5868091119815,73.0627231630123,77.070248318089,96.5427493513477,134.933860934832,121.794400719531,124.794395076902,151.437370255901,142.819430964399,171.877482975572,170.029107716794,183.525145917363,204.010564331841,196.98898500344646,210.37364711070555,236.4428679536955,251.01064167261072,252.54661450998535,291.57019202947879,258.02386564800861,224.580989127355,235.89099478149328,244.66824076181646,255.61611119410026,304.551535547983,306.375967556842,341.122621863409,371.124832627366,379.280000234348,401.971441891686,438.982741604973,503.859595122949,425.52521287401,355.049868393814,ü,-19.119857173494072,-16.561966799617689,yes,m,,üü
315,,,Baby foods,,g,25.8299680772652,15.7570843430072,15.5857329232295,9.68177229071515,9.4550044275334,11.0241883525042,9.06931259278232,6.87071283770261,6.61649464235943,9.23998745222956,9.42614069267493,8.71966472661868,11.0319533395972,10.014543388925,9.98261064948367,10.5060114285183,11.254896254705,7.85111709890921,8.27077125256111,6.27690347586241,5.62997006800961,7.18009908387285,6.15663894039895,7.98702356746264,7.15408640746268,7.11775213906203,7.25573902163895,8.3270109430473305,8.4046129776217686,8.9662030747143131,6.8369343675015539,7.90238881834917,8.9456361513349449,10.159522734581232,9.41472439868962,11.128625366468023,7.9226203617910844,9.9848760654061106,10.1659374673759,9.69036008452515,10.1808162154536,8.50560290573823,9.35197682691251,5.82685378358973,7.14042576365637,8.68519933553047,7.4393166060695,3.86080646366791,û,-45.930304558044732,-48.102673026202382,yes,m,," "
318,,,Soups - canned or cartons,,g,101.382531649588,87.6962215477971,92.0776609704062,80.740889447951,79.6185311292775,86.3134129052007,80.6265327190908,81.7257087362257,77.2888813915707,78.603712490859,78.0054725044964,78.8448320833958,74.1401740186023,81.4316977558961,81.11851659677,78.5727796007696,69.983333449178,71.1373550686587,71.626353732617,67.1961620960351,69.3236255024304,66.0982377609024,73.4536663409016,71.8060123887852,72.7427496175365,68.4963734522115,72.3346487765268,79.128181362629064,79.517463176403297,77.121036252912276,76.485557321625606,81.654900523093971,78.958559621919804,79.077160774128004,76.1875643634816,77.88893082945809,75.541634827251698,74.919128361760201,85.1141824598052,78.5955989325769,70.1955502532181,70.9504583397525,72.7707570521544,63.2188724054667,73.7888106922018,65.4424997795812,70.8718123992681,75.7906781460893,ü,2.7129688568067354,6.9405107338161427,,,,üü
319,,,Soups - dehydrated or powdered,,g,3.87373320022018,3.64511053811313,3.72562855334933,3.40492890740868,3.56598958677664,4.1263455452182,3.33020183206596,3.6496341113431,3.54282172161157,4.17527821882251,4.39013294228047,4.79038211681408,4.77831912879679,4.43784229390842,4.37613977776637,4.06520600869456,3.32753021401456,4.09714207674444,3.22156063206889,3.83101424677142,3.13288442092733,2.81352005813327,3.70865338677864,2.69130696359128,3.09860015618538,3.06934403254477,3.28485432344858,3.5005238935712804,3.7009801280357522,3.3993177511015413,4.2186164386285441,3.9017629221526899,3.8539978967509438,4.0932800735753352,3.92565582734655,4.0275109870635033,3.9169649752333329,4.3957378247775969,3.86926520838861,4.02141383084949,3.26809845645599,3.27351185070313,3.3195342865777,2.68923690136311,2.85149501875293,2.55257845882843,2.79493083851679,1.59832455440357,,-43.947839856210685,-42.813448820373345,yes,m,,ü
320,,,Soups - from takeaway,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32135182718926941,0.44252329609088498,0.3652497285012517,0.44986183277423752,0.63329154750822081,0.63476836391907676,0.73229321458697372,0.436403751451305,0.50333553975429102,0.53775605581510455,0.38285146212634913,0.346625462778162,0.446320995475058,0.387780127926849,0.309602290298975,0.394881825314402,0.64935499433951,0.808405189262026,0.352182100832902,0.348065205193279,0.275692619432828,û,-65.896728138954515,-20.792824068772543,yes,m,,û
321,,,Other takeaway food brought home,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44220455835175948,5.8605136508248126E-2,0.10552656267491349,0.10848179440224058,0.12077442138283222,0.111053624144093,9.4224875166164748E-2,0.14491680058169,0.14798360729270807,9.3921366531275127E-2,0.15897156009557364,0.137320645539568,0.178097958098733,0.129185318223409,0.218223956418476,0.238292158484137,0.238270315039434,0.19251795710709,0.169928078741071,0.12571470102957,0.163505522156951,û,-15.069988995364593,30.060781132106584,,,,û
322,,,Meals on wheels - items not specified,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.2327613604100938,1.4560562101474472,0.62765281766286429,0.77255754883748085,0.52194540116634869,0.5842787626714987,0.51196372397824,0.28195160352775983,1.0628281919475997,0.4281363140516446,0.47087752210759,0.1876097711714,4.60389563964701e-02,0,0,0,0,4.64798235674717e-02,0.493734331656479,1.41766440958708e-02,û,0,-97.128689826306356,,,,û
323,,,Spreads and dressings,,g,8.63596604633244,8.79584370830965,8.50440557158415,8.72270817645966,9.297085268559,10.0601279501345,10.3922737295345,10.729472705573,12.3731038511001,12.7388826394179,13.7847385187388,13.741307696854,16.9847249744471,16.8451778302991,17.0385627138743,16.7840738587422,17.940767576419,18.2484889670487,19.513775174,20.2987562763458,19.8338315589991,20.4886034855964,22.1385755061125,22.826805251458,22.2642715757888,22.9520348827026,24.4004836347108,31.878627633037642,33.022892055923933,34.330341103375694,38.021832498480258,37.862416392306294,38.952671289519905,41.959749704582137,40.6897796605265,43.910613760461636,42.42527436053674,44.051622988094699,44.6072285206836,47.4625429336753,44.3616761388218,45.3466152469124,46.5503217588753,44.8406001156361,43.4819539939934,51.2763150637204,50.4237609433734,55.2305220610717,üü,27.019411475163309,9.5327302600382566,yes,k,,üüü
32302,,,,Salad dressings,g,7.34057113938257,7.4764671520632,7.22874473584653,7.41430194999071,7.90252247827515,8.5511087576143,8.83343267010435,9.12005179973701,10.517138273435,10.8280502435052,11.717027740928,11.6801115423259,14.43701622828,14.3184011557542,14.4827783067932,14.2664627799309,15.2496524399562,15.5112156219914,17.1472934928589,18.2873469179498,17.5343269010639,18.4357794724295,19.7025433787059,19.9340058576137,19.9999447285478,20.2970949998662,22.1944471865135,28.942758851531309,29.287551563044641,30.819872209734232,32.831199018398387,32.521204497776452,33.942922928924496,36.815198702119872,34.6432123795526,36.574597431884811,35.999412726058473,36.256365485372442,35.8791266758861,37.0581150021798,34.733398059552,36.3045125699775,37.0080768522147,35.079397045801,34.1145159639817,40.0625957283971,40.8152186975287,40.5631363450712,üü,18.902863484559003,-0.61761852686768171,yes,k,,üüü
32303,,,,Other spreads and dresssings,g,1.29539490694987,1.31937655624645,1.27566083573762,1.30840622646895,1.39456279028385,1.50901919252017,1.55884105943018,1.60942090583594,1.85596557766501,1.91083239591268,2.06771077781082,2.0611961545281,2.54770874616706,2.52677667454486,2.55578440708115,2.51761107881133,2.69111513646286,2.73727334505731,2.36648168114116,2.01140935839594,2.29950465793523,2.05282401316688,2.4360321274066,2.89279939384432,2.26432684724099,2.65493988283641,2.20603644819723,2.9358687815063282,3.7353404928792808,3.5104688936414941,5.190633480081928,5.3412118945297662,5.0097483605955802,5.1445510024622783,6.04656728097391,7.3360163285768065,6.4258616344782737,7.7952575027222384,8.72810184479748,10.4044279314955,9.62827807926978,9.04210267693485,9.54224490666063,9.76120306983509,9.36743803001184,11.2137193353234,9.60854224584469,14.6673857160005,,56.5784120376183,52.649437768185422,yes,k,,ü
